city_id,city,state,country,continent,population,area_km2,population_density,internet_pct,electricity_access_pct,unemployment_pct,literacy_pct,median_age,annual_rainfall_mm,avg_temperature_c,air_quality_index,hospitals,schools,crime_rate,green_space_pct,public_transport_pct,tourism_index,cost_of_living_index,avg_income_usd,city_score,developed,population_density_check
483,Ipoh,Perak,Malaysia,Asia,1512813,120.48,12556.09,79.72,91.31,7.37,80.04,39.8,116.12,14.0,50.5,91,234,41.48,52.35,70.76,42.62,79.14,13405.68,67.72,1,12556.548804780876
269,Santa Fe,Santa Fe,Argentina,South America,334422,115.95,2884.2,87.75,81.82,1.0,90.26,32.1,75.93,21.6,81.3,75,253,30.6,23.38,64.65,70.98,44.08,16688.4,67.03,1,2884.1914618369988
141,Tehran,Tehran,Iran,Asia,269842,166.4,1621.62,100.0,76.29,6.12,87.89,32.9,114.85,11.7,101.1,67,254,26.97,24.21,82.93,58.28,94.23,22696.7,67.24,1,1621.6466346153845
230,Nelspruit,Mpumalanga,South Africa,Africa,392567,82.49,4759.25,86.49,91.38,7.61,69.36,25.3,244.24,16.7,86.7,92,233,43.37,31.27,63.06,44.52,74.09,17610.63,61.07,0,4758.964722996727
450,Roskilde,Region Zealand,Denmark,Europe,50000,161.32,309.95,69.1,100.0,9.78,93.69,33.8,124.91,28.7,28.9,78,259,57.2,20.97,44.73,68.56,90.31,55832.13,66.45,1,309.94297049342924
181,Rome,Lazio,Italy,Europe,2721723,405.86,6706.11,58.19,75.99,14.98,94.33,28.1,92.44,24.6,,90,209,27.0,42.76,78.19,35.43,58.62,20740.23,58.76,0,6706.0636672744295
73,Giza,Giza Governorate,Egypt,Africa,1562872,43.84,35649.41,74.56,94.42,1.0,96.73,24.6,78.44,22.1,127.7,105,296,35.14,33.57,70.39,63.91,52.5,24639.06,65.79,1,35649.45255474452
276,Cúcuta,Norte de Santander,Colombia,South America,120,161.72,9108.38,78.35,93.97,1.0,100.0,27.2,151.78,16.6,63.3,78,235,45.9,39.69,56.1,60.82,61.41,55572.34,67.89,1,0.7420232500618352
232,Busan,Busan,South Korea,Asia,1274767,60.9,20930.88,61.16,90.69,2.19,68.98,43.1,103.25,21.3,97.9,94,279,36.91,28.24,40.58,31.16,70.9,31940.54,51.15,0,20932.134646962233
209,Hamilton,Ontario,Canada,North America,963631,45.69,21091.3,100.0,100.0,8.94,85.02,40.1,151.44,23.0,76.8,112,277,21.61,26.22,20.86,98.51,76.5,38757.06,71.29,1,21090.632523528126
321,Dubai,Dubai,UAE,Asia,743228,240.41,3091.49,66.59,69.92,8.18,66.59,24.4,105.15,18.0,131.5,89,233,24.97,36.29,45.54,71.82,15.0,23356.86,56.4,0,3091.502017386964
378,St. Gallen,St. Gallen,Switzerland,Europe,964179,20.0,48208.95,80.66,100.0,3.7,76.63,32.3,159.05,11.7,87.7,79,244,18.57,18.77,44.92,59.22,70.89,26405.03,63.05,1,48208.95
154,Cologne,North Rhine-Westphalia,Germany,Europe,398817,67.61,5899.16,69.58,87.14,2.2,73.73,33.2,12.0,12.4,142.0,91,260,21.07,45.13,44.01,92.96,30.32,52846.09,64.22,1,5898.787161662476
451,Helsinki,Uusimaa,Finland,Europe,214601,96.43,2225.36,73.12,91.56,4.36,70.3,24.5,59.84,21.5,83.8,104,259,32.72,22.85,48.71,61.53,38.96,22327.68,59.81,0,2225.4588820906356
235,Daejeon,Daejeon,South Korea,Asia,1588250,53.03,29948.28,82.91,85.83,2.81,81.74,31.1,37.87,17.0,,88,247,32.48,2.74,30.86,25.78,82.46,23932.36,58.74,0,29950.02828587592
424,Plzeň,Plzeň,Czechia,Europe,679118,25.01,27148.76,99.02,100.0,4.76,,28.1,83.35,16.6,118.0,77,225,35.07,9.7,46.97,20.79,63.38,50954.08,57.69,0,27153.858456617352
3,Bengaluru,Karnataka,India,Asia,585674,232.86,2515.1,71.78,100.0,8.24,92.09,45.8,132.27,15.5,53.8,72,268,41.36,18.89,81.72,75.19,89.75,90094.12,70.93,1,2515.133556643477
404,Braga,Braga District,Portugal,Europe,5887111,74.16,79381.22,70.63,89.7,3.71,76.63,40.3,120.75,4.4,74.1,110,239,38.53,39.53,41.26,46.57,52.71,39554.38,59.06,0,79383.91316073356
302,Maracaibo,Zulia,Venezuela,South America,406891,23.72,17157.01,46.73,95.42,2.94,91.7,46.4,95.97,15.9,106.7,93,275,28.51,24.71,98.67,37.94,38.4,49727.74,60.12,0,17153.92074198988
416,Volos,Thessaly,Greece,Europe,3826678,133.99,28558.72,65.22,60.52,11.93,,34.4,166.8,21.5,66.3,86,239,27.69,41.26,31.72,26.78,53.65,20573.26,54.83,0,28559.42980819464
325,Ajman,Ajman,UAE,Asia,186867,679.02,275.2,81.43,82.2,1.0,82.09,39.5,32.38,14.3,31.6,96,239,75.2,55.1,39.98,88.38,57.7,31924.93,67.96,1,275.2010250066272
368,Helsingborg,Skåne,Sweden,Europe,800551,48.32,16569.28,97.93,97.79,4.95,97.29,32.3,234.9,12.9,95.2,83,238,30.01,27.18,40.76,56.36,38.96,54523.28,66.39,1,16567.69453642384
251,Ho Chi Minh City,Ho Chi Minh City,Vietnam,Asia,1216454,76.08,15989.69,92.51,83.25,2.35,85.91,40.9,141.23,10.4,121.9,101,267,10.04,30.75,100.0,78.34,56.31,44687.12,73.7,1,15989.143007360673
118,Samara,Samara Oblast,Russia,Europe,1531325,112.38,13626.77,72.58,73.23,6.93,91.3,33.1,94.51,15.1,142.6,98,247,37.64,31.91,13.71,48.49,68.6,14117.59,52.38,0,13626.312511122977
77,Luxor,Luxor Governorate,Egypt,Africa,4575314,71.72,63795.54,97.79,91.29,6.36,73.84,33.9,139.87,22.1,75.3,97,275,69.83,63.68,52.41,34.58,71.9,40384.77,62.8,1,63794.1160066927
492,Jurong East,Singapore,Singapore,Asia,5279143,158.62,33281.03,77.66,96.45,3.69,98.27,28.3,150.94,15.5,50.5,94,259,41.37,51.12,49.88,14.12,55.61,16438.08,63.98,1,33281.69839868869
212,Melbourne,Victoria,Australia,Oceania,2425779,29.18,83121.28,70.66,68.24,10.42,89.07,33.6,197.83,13.4,71.2,86,257,35.26,18.17,47.62,50.35,65.45,44032.4,57.07,0,83131.5627141878
105,Semarang,Central Java,Indonesia,Asia,636274,43.22,14720.59,61.54,87.88,5.38,93.79,33.6,169.43,19.3,141.2,96,249,53.41,31.39,29.0,42.36,59.29,73241.34,52.3,0,14721.749190189727
34,Salvador,Bahia,Brazil,South America,1890466,48.73,38797.33,85.28,79.35,4.91,83.46,36.1,180.81,25.4,125.7,98,242,32.98,20.24,25.01,74.11,75.06,25308.0,58.63,0,38794.70552021342
79,Tanta,Gharbia Governorate,Egypt,Africa,934234,205.53,4545.49,69.2,68.86,1.0,94.66,26.4,147.43,21.5,86.4,97,245,46.29,54.49,86.49,43.22,51.17,47556.27,62.32,1,4545.487276796574
83,Khulna,Khulna Division,Bangladesh,Asia,896470,76.47,11722.6,84.49,96.5,1.89,81.13,35.4,144.65,24.3,61.0,81,244,56.85,28.56,45.9,33.02,47.36,37593.33,60.29,0,11723.159408918531
470,Navan,Leinster,Ireland,Europe,1244957,42.01,29634.74,51.49,98.97,6.56,81.68,39.6,193.71,16.1,113.2,89,211,51.59,44.34,49.85,41.57,48.44,19201.2,54.58,0,29634.777433944302
292,Arequipa,Arequipa,Peru,South America,344443,128.07,2689.53,71.41,90.92,11.07,80.91,35.7,212.31,32.9,117.5,94,252,5.0,22.75,73.79,80.65,76.06,52868.06,67.32,1,2689.490122589209
1,Mumbai,Maharashtra,India,Asia,4703710,149.11,31544.2,77.11,85.34,4.69,87.53,41.5,102.98,3.9,112.3,84,250,33.75,32.33,44.44,23.48,88.99,36989.15,55.43,0,31545.235061364092
210,Halifax,Nova Scotia,Canada,North America,2297850,78.72,29190.77,82.46,89.36,4.76,80.87,30.7,98.24,22.0,33.6,98,237,59.41,40.72,96.48,,53.25,125593.39,66.79,1,29190.16768292683
12,Los Angeles,California,USA,North America,893299,239.32,3732.69,99.63,96.48,13.61,99.07,31.9,98.48,12.6,56.5,88,286,46.31,50.06,64.57,4.27,49.13,40167.7,67.32,1,3732.655022563931
229,Polokwane,Limpopo,South Africa,Africa,384553,46.84,8209.77,86.39,91.73,15.24,100.0,37.7,79.46,26.9,98.6,108,255,25.2,47.1,59.56,58.25,55.01,19451.18,68.36,1,8209.927412467976
448,Horsens,Central Denmark,Denmark,Europe,64177,78.93,813.13,100.0,81.91,4.67,,39.9,57.05,17.9,125.7,85,235,45.46,30.14,48.2,69.83,43.92,17138.79,63.96,1,813.0875459267705
23,Chongqing,Chongqing,China,Asia,4573477,373.36,12249.53,84.15,88.66,7.02,79.86,36.4,101.47,6.8,115.9,92,232,21.82,25.29,29.67,30.88,67.45,19983.4,55.95,0,12249.509856438824
493,Woodlands,Singapore,Singapore,Asia,7234487,82.58,87607.22,68.66,93.32,9.56,81.41,32.3,116.95,24.8,59.7,89,253,20.95,35.52,51.5,34.92,53.41,14320.96,62.33,1,87605.80043594091
78,Mansoura,Dakahlia Governorate,Egypt,Africa,4188905,128.84,32513.49,100.0,100.0,6.72,72.36,23.6,180.98,26.3,128.4,100,233,42.23,63.57,29.41,58.87,46.01,26068.69,65.0,1,32512.457311393977
94,Rawalpindi,Punjab,Pakistan,Asia,230554,101.52,2270.96,80.71,83.7,9.78,89.13,29.3,140.77,24.9,95.7,81,245,15.54,17.34,63.6,48.05,34.53,79440.6,62.27,1,2271.0204885736803
375,Bern,Bern,Switzerland,Europe,181326,191.35,947.6,77.64,80.36,5.08,83.17,34.0,136.53,20.3,95.7,104,252,27.68,51.01,75.96,100.0,82.61,53565.34,70.89,1,947.6143193101647
156,Stuttgart,Baden-Württemberg,Germany,Europe,1655146,644.15,2569.51,79.66,75.33,8.9,76.14,29.3,152.15,22.0,86.6,86,261,46.93,41.84,72.17,29.06,47.25,22344.5,58.04,0,2569.5039975161067
133,Izmir,Izmir,Turkey,Europe,801893,207.5,3864.47,67.71,92.46,4.99,81.44,34.3,143.68,11.8,87.8,87,242,17.23,53.49,42.93,37.66,83.7,31315.53,60.72,0,3864.544578313253
19,Dallas,Texas,USA,North America,2951474,264.66,11151.9,72.95,87.85,8.83,87.55,36.3,202.92,25.7,70.3,100,253,53.88,39.21,22.08,65.82,65.43,55881.5,59.52,0,11151.945892843647
339,Holon,Tel Aviv District,Israel,Asia,7552480,349.08,21635.15,,100.0,10.7,93.96,27.5,146.48,13.9,47.9,81,243,39.5,26.96,15.69,54.27,44.94,41192.58,67.17,1,21635.384439097055
155,Frankfurt,Hesse,Germany,Europe,2163546,104.19,20765.36,88.47,88.64,7.4,81.79,30.4,132.07,25.9,82.1,85,225,5.0,28.68,13.77,16.75,50.11,35414.4,57.02,0,20765.390152605818
411,Athens,Attica,Greece,Europe,567073,24.97,22707.0,71.72,83.2,2.9,77.15,20.8,62.96,12.3,86.1,93,248,54.16,2.0,65.32,61.78,35.74,30380.75,56.69,0,22710.172206647978
91,Karachi,Sindh,Pakistan,Asia,354203,213.87,1656.13,69.06,77.14,7.28,73.67,41.4,125.95,29.5,59.3,94,238,52.93,44.18,79.26,51.14,69.94,20413.77,62.2,0,1656.1602842848458
40,Porto Alegre,Rio Grande do Sul,Brazil,South America,547673,210.73,2598.89,88.16,100.0,7.68,88.31,33.6,134.2,12.6,,76,242,55.57,39.1,58.65,27.0,53.48,33034.77,60.37,0,2598.932283016182
495,Bedok,Singapore,Singapore,Asia,1077620,80.75,13345.55,72.7,91.88,10.86,77.15,42.6,78.79,18.5,10.0,92,241,40.8,2.0,100.0,66.13,68.44,42874.78,71.84,1,13345.139318885449
47,Kobe,Hyogo,Japan,Asia,1473849,262.81,5608.05,69.94,73.19,9.14,78.88,36.9,248.73,12.2,21.7,104,235,52.55,21.02,72.95,31.42,28.18,59957.44,60.55,0,5608.04002891823
395,Liège,Wallonia,Belgium,Europe,880507,221.84,3969.12,49.93,88.34,2.95,75.38,37.5,74.8,8.7,35.2,90,258,47.52,25.97,60.45,68.69,64.0,11931.36,61.79,0,3969.108366390191
195,Zaragoza,Aragon,Spain,Europe,526125,36.34,14477.34,100.0,78.51,7.19,,33.3,92.1,21.1,102.9,102,256,57.17,60.15,80.35,32.85,45.97,50765.25,65.51,1,14477.848101265821
357,Szczecin,West Pomeranian,Poland,Europe,1683832,138.99,12114.78,72.36,89.31,7.1,81.39,30.3,110.48,6.7,56.1,105,268,49.02,22.45,73.29,71.59,33.44,11554.58,66.02,1,12114.770846823512
279,Santa Marta,Magdalena,Colombia,South America,1277462,361.82,3530.67,83.46,79.79,4.31,86.65,29.4,168.67,24.0,20.4,99,279,41.06,32.91,80.9,4.53,96.75,9326.97,64.83,1,3530.656127356144
281,Santiago,Santiago Metropolitan,Chile,South America,1142583,177.71,6429.54,95.9,99.09,11.44,97.05,44.5,78.18,9.9,68.5,58,230,13.59,21.36,93.79,95.24,22.61,65848.94,81.33,1,6429.480614484271
182,Milan,Lombardy,Italy,Europe,2246952,136.92,16410.93,90.82,80.75,7.44,79.78,25.0,51.04,12.4,24.1,91,256,29.89,41.24,18.9,32.65,54.09,,63.27,1,16410.692375109553
273,Cali,Valle del Cauca,Colombia,South America,1552245,99.75,15560.63,72.38,,9.03,79.56,32.9,108.26,30.2,58.6,106,268,51.73,67.13,39.09,42.39,23.17,13572.51,60.16,0,15561.353383458647
440,Ålesund,Møre og Romsdal,Norway,Europe,999999999,168.66,16950.93,94.81,82.98,5.98,74.49,45.6,39.59,20.8,64.4,91,259,54.59,42.17,14.0,40.29,39.67,29548.41,57.69,0,5929088.100320171
177,Sheffield,England,United Kingdom,Europe,13027880,533.3,24428.63,66.57,,8.42,97.66,39.2,168.89,20.1,51.5,84,272,13.44,33.22,23.8,30.74,67.9,30012.77,62.38,1,24428.80180011251
70,Parañaque,Metro Manila,Philippines,Asia,1451304,90.8,15982.94,76.84,75.13,5.72,86.69,28.9,247.43,-2.5,10.8,95,263,22.07,21.52,71.75,100.0,52.64,54461.88,75.98,1,15983.52422907489
458,Kuopio,North Savo,Finland,Europe,11329497,47.2,240044.9,79.36,78.97,4.08,83.14,28.3,183.63,26.9,59.6,100,240,46.88,47.66,74.0,24.12,51.67,52402.09,62.24,1,240031.7161016949
298,Huancayo,Junín,Peru,South America,3468468,75.8,45758.74,68.08,89.52,3.5,79.42,33.6,165.16,27.0,88.6,96,266,41.23,25.42,34.31,100.0,31.38,34909.62,61.89,0,45758.15303430079
417,Rhodes,South Aegean,Greece,Europe,5057089,326.76,15476.59,100.0,84.84,3.52,97.76,34.7,311.92,11.4,117.5,83,269,27.21,31.21,51.94,12.51,53.81,23171.79,60.72,0,15476.462847349738
102,Surabaya,East Java,Indonesia,Asia,674995,403.12,1674.44,87.21,100.0,1.0,96.11,30.9,65.69,27.3,51.9,83,260,40.59,2.0,29.75,47.0,21.92,8597.71,62.86,1,1674.4269696368326
488,Kota Kinabalu,Sabah,Malaysia,Asia,1674525,169.07,9904.44,57.4,83.33,9.89,97.86,35.6,72.88,8.9,113.3,103,245,43.98,7.1,13.66,24.97,52.63,34473.24,45.77,0,9904.329567634708
205,Edmonton,Alberta,Canada,North America,3433784,20.0,171689.2,68.24,93.37,10.82,84.11,36.6,400.55,15.6,68.3,101,267,35.03,35.79,26.73,95.76,19.73,62563.17,65.28,1,171689.2
300,Pucallpa,Ucayali,Peru,South America,1250323,152.63,8192.03,63.52,86.57,5.28,75.56,34.9,166.49,21.5,59.1,90,251,33.27,50.37,64.94,44.61,75.07,25073.58,62.88,1,8191.856122649545
326,Ras Al Khaimah,Ras Al Khaimah,UAE,Asia,1238126,228.33,5422.62,92.51,97.74,8.57,80.84,35.7,261.76,29.3,62.1,96,245,27.01,2.91,38.77,28.89,23.97,41293.1,60.8,0,5422.528796040818
500,Toa Payoh,Singapore,Singapore,Asia,2740780,24.65,111169.79,60.28,100.0,11.43,78.66,37.6,44.74,16.6,64.0,71,238,34.97,42.96,34.65,24.26,66.49,74769.18,57.0,0,111187.82961460447
193,Valencia,Valencian Community,Spain,Europe,3115978,74.95,41574.44,74.15,77.18,2.5,81.37,34.5,235.64,14.8,48.4,91,244,38.63,40.92,46.9,40.89,47.33,20144.62,61.02,0,41574.08939292862
315,Dammam,Eastern Province,Saudi Arabia,Asia,641737,251.64,2550.25,86.48,92.7,8.48,82.07,40.5,211.34,16.3,48.8,97,250,58.68,19.26,35.04,48.82,102.15,43390.64,61.05,0,2550.218566205691
183,Naples,Campania,Italy,Europe,4204748,72.9,57679.21,66.0,85.62,1.0,91.96,29.7,52.34,11.3,61.7,82,264,43.17,13.36,84.73,45.18,70.73,21191.59,62.65,1,57678.29903978052
398,Leuven,Flanders,Belgium,Europe,507718,138.27,3671.92,75.26,95.53,5.77,82.79,32.4,66.96,13.0,95.1,84,212,26.96,30.45,31.18,73.45,70.21,24412.33,61.94,0,3671.931727778983
348,Almere,Flevoland,Netherlands,Europe,2817288,198.52,14191.22,67.02,79.82,3.73,75.79,35.1,68.09,18.7,82.2,91,272,19.88,21.66,38.28,75.9,50.78,33888.91,59.55,0,14191.456780173281
138,Antalya,Antalya,Turkey,Europe,394988,254.2,1553.84,78.56,100.0,9.89,79.86,40.4,153.62,21.2,66.1,95,238,32.2,26.61,27.77,16.52,42.5,40731.95,57.04,0,1553.8473642800946
487,Malacca City,Malacca,Malaysia,Asia,295295,50.43,5855.94,91.17,92.98,6.93,84.11,38.4,69.42,32.3,134.6,74,247,23.02,30.12,68.5,83.16,50.95,27135.55,70.19,1,5855.542335911164
452,Espoo,Uusimaa,Finland,Europe,1889397,155.83,12124.61,85.65,93.45,4.89,89.55,38.2,116.47,18.8,130.4,89,242,21.15,26.76,34.26,63.9,50.07,9266.35,63.16,1,12124.732079830583
412,Thessaloniki,Central Macedonia,Greece,Europe,1788760,20.0,89438.0,100.0,96.1,12.8,100.0,21.9,74.71,15.4,47.0,80,276,37.53,26.39,35.7,35.64,45.57,19430.19,67.52,1,89438.0
439,Tromsø,Troms,Norway,Europe,3079535,57.15,53883.12,59.29,84.23,10.48,77.99,32.3,196.53,14.3,61.4,85,249,29.62,23.28,55.22,100.0,64.0,69109.57,65.52,1,53885.126859142605
352,Kraków,Lesser Poland,Poland,Europe,736931,256.36,2874.59,86.43,93.31,8.99,96.31,36.5,352.94,13.8,102.6,88,274,48.69,57.07,66.34,82.82,58.23,51234.68,70.68,1,2874.5943204868154
87,Mymensingh,Mymensingh Division,Bangladesh,Asia,370787,68.76,  ,57.03,67.56,6.12,82.83,27.0,163.01,28.0,77.3,79,263,5.0,29.53,32.2,59.11,49.96,23035.72,56.61,0,5392.481093659104
76,Suez,Suez Governorate,Egypt,Africa,280738,219.31,1280.1,81.4,78.38,1.36,85.81,28.9,123.84,21.2,152.0,92,252,69.04,12.17,18.17,41.27,48.06,47385.58,48.56,0,1280.0966668186586
462,Cork,Munster,Ireland,Europe,1370967,47.78,28692.63,67.13,84.6,1.25,81.73,25.5,226.61,23.3,106.8,77,265,21.5,21.22,23.69,10.63,55.41,40028.83,48.78,0,28693.32356634575
16,Philadelphia,Pennsylvania,USA,North America,1697462,46.56,36458.77,62.68,93.1,7.14,76.13,30.6,275.17,27.9,35.6,78,234,56.44,37.21,45.26,53.16,77.61,22813.43,61.24,0,36457.517182130585
275,Cartagena,Bolívar,Colombia,South America,1217187,530.25,2295.48,68.65,100.0,7.01,,22.5,197.94,0.4,,82,225,39.98,38.34,70.15,21.02,65.32,17300.46,57.67,0,2295.4964639321074
463,Limerick,Munster,Ireland,Europe,441377,22.43,19677.32,65.19,88.29,5.88,85.04,26.1,42.91,12.7,116.5,90,237,21.5,51.3,83.35,52.7,18.26,38606.16,65.02,1,19677.975925100312
392,Antwerp,Flanders,Belgium,Europe,688500,116.09,5930.82,100.0,83.17,9.32,86.22,23.6,256.11,17.8,52.4,69,257,37.42,28.03,45.83,22.81,51.07,35750.39,63.11,1,5930.743388750107
20,San Jose,California,USA,North America,6131420,104.59,58621.85,87.3,71.65,8.41,64.89,21.7,195.25,24.7,52.3,102,270,36.62,46.96,18.05,47.07,50.66,25710.07,58.34,0,58623.386557032216
334,Rishon LeZion,Central District,Israel,Asia,822573,39.9,20617.8,82.05,95.15,6.37,72.04,31.6,59.37,9.8,98.6,93,240,44.86,40.58,17.5,56.4,19.87,25067.33,56.83,0,20615.864661654137
337,Netanya,Central District,Israel,Asia,867818,56.2,15442.48,85.03,93.2,17.57,87.54,32.5,73.09,13.3,144.1,79,256,90.0,17.64,59.04,37.34,52.37,39380.81,54.49,0,15441.601423487544
57,Ciudad Juárez,Chihuahua,Mexico,North America,566069,83.5,6779.19,80.25,83.71,4.53,61.01,31.3,89.06,21.5,59.4,90,257,23.99,31.84,96.44,34.93,24.97,20936.05,65.28,1,6779.269461077844
445,Esbjerg,Southern Denmark,Denmark,Europe,1606163,78.04,20581.44,75.84,87.2,9.78,80.68,40.6,100.36,15.3,38.5,96,241,38.77,9.54,31.72,97.97,37.09,82530.12,66.18,1,20581.278831368527
499,Bukit Batok,Singapore,Singapore,Asia,1370606,20.0,68530.3,88.68,85.69,4.31,90.19,32.6,61.91,26.5,97.3,87,251,57.68,19.52,69.81,71.12,75.2,15094.73,63.72,1,68530.3
238,Ulsan,Ulsan,South Korea,Asia,2695268,93.44,28844.49,86.56,89.1,6.14,79.65,38.4,144.48,16.3,63.1,91,274,77.85,36.87,45.14,9.3,44.43,15874.75,54.72,0,28844.905821917808
336,Ashdod,Southern District,Israel,Asia,491714,32.57,15096.42,100.0,91.88,6.84,80.92,32.3,170.37,11.4,95.6,98,272,56.23,18.71,28.45,38.43,29.45,11342.16,56.59,0,15097.144611605772
